event_id,timestamp,adType,cost_micros,impressions,clicks,conv_click_7d,revenue_7d,campaign_id,sku,audience_segment,device,currency,timezone
evt_alpha_001089,2024-01-17 14:00:00 CST,sp,3244158,6730,58,21,4799,camp_alpha_006,SKU-053,,desktop,USD,CST
evt_alpha_001090,2024-01-05 08:00:00 CST,SD,548781,7714,361,29,51,camp_alpha_013,SKU-029,lookalike,tablet,USD,CST
evt_alpha_001091,2024-01-08 22:00:00 CST,sp,1414530,9155,185,4,1551,camp_alpha_017,SKU-032,inmarket,desktop,USD,CST
evt_alpha_001092,2024-02-21 19:00:00 CST,offsite_vid,1164641,7735,110,17,1536,camp_alpha_019,SKU-044,,desktop,USD,CST
evt_alpha_001093,2024-02-19 21:00:00 CST,SD,3810407,7287,13,4,1960,camp_alpha_008,SKU-034,,UNKNOWN,USD,CST
evt_alpha_001094,2024-02-14 06:00:00 CST,offsite_vid,279354,9905,77,43,288,camp_alpha_001,SKU-044,,mobile,USD,CST
evt_alpha_001095,2024-02-05 06:00:00 CST,offsite_vid,2742159,1546,476,23,1749,camp_alpha_006,SKU-088,,tablet,USD,CST
evt_alpha_001096,2024-02-23 05:00:00 CST,SD,3017199,7470,287,44,2876,camp_alpha_006,SKU-088,retargeting,mobile,USD,CST
evt_alpha_001097,2024-02-20 11:00:00 CST,offsite_vid,2044741,2465,273,44,3174,camp_alpha_013,SKU-030,retargeting,mobile,USD,CST
evt_alpha_001098,2024-02-10 19:00:00 CST,sp,590913,224,24,1,1919,camp_alpha_004,SKU-018,retargeting,tablet,USD,CST
evt_alpha_001099,2024-02-11 17:00:00 CST,SD,1258175,4856,265,36,1036,camp_alpha_017,SKU-009,,UNKNOWN,USD,CST
evt_alpha_001100,2024-03-18 13:00:00 CST,offsite_vid,746052,7714,219,45,4840,camp_alpha_007,SKU-026,,desktop,USD,CST
evt_alpha_001101,2024-02-15 10:00:00 CST,SD,2900212,939,2,27,1404,camp_alpha_018,SKU-035,lookalike,mobile,USD,CST
evt_alpha_001102,2024-03-16 14:00:00 CST,SD,2047012,5706,330,10,2286,camp_alpha_010,SKU-047,lookalike,tablet,USD,CST
evt_alpha_001103,2024-01-13 13:00:00 CST,sp,3800568,2163,43,37,4485,camp_alpha_012,SKU-089,lookalike,UNKNOWN,USD,CST
evt_alpha_001104,2024-02-25 03:00:00 CST,SD,3630202,8898,55,31,883,camp_alpha_009,SKU-063,retargeting,UNKNOWN,USD,CST
evt_alpha_001105,2024-03-18 00:00:00 CST,onsite_disp,3703019,8220,385,12,3709,camp_alpha_004,SKU-084,inmarket,tablet,USD,CST
evt_alpha_001106,2024-02-17 13:00:00 CST,SD,1191723,8844,485,25,1281,camp_alpha_008,SKU-056,inmarket,desktop,USD,CST
evt_alpha_001107,2024-03-21 11:00:00 CST,sp,2711212,8019,88,30,3898,camp_alpha_005,SKU-025,,mobile,USD,CST
evt_alpha_001108,2024-02-07 10:00:00 CST,sp,395673,7354,141,5,3862,camp_alpha_011,SKU-012,retargeting,UNKNOWN,USD,CST
evt_alpha_001109,2024-01-06 05:00:00 CST,offsite_vid,4684753,5473,179,39,3772,camp_alpha_008,SKU-097,inmarket,UNKNOWN,USD,CST
evt_alpha_001110,2024-03-19 03:00:00 CST,offsite_vid,1370242,2577,21,22,1462,camp_alpha_019,SKU-086,retargeting,tablet,USD,CST
evt_alpha_001111,2024-01-13 19:00:00 CST,sp,4854895,7104,342,23,2913,camp_alpha_007,SKU-038,retargeting,mobile,USD,CST
evt_alpha_001112,2024-03-08 01:00:00 CST,SD,4563593,3002,251,14,4830,camp_alpha_009,SKU-053,retargeting,mobile,USD,CST
evt_alpha_001113,2024-03-25 08:00:00 CST,onsite_disp,4511045,3022,342,48,579,camp_alpha_015,SKU-065,inmarket,desktop,USD,CST
evt_alpha_001114,2024-01-20 00:00:00 CST,sp,2187403,6495,469,12,1670,camp_alpha_008,SKU-028,retargeting,tablet,USD,CST
evt_alpha_001115,2024-03-13 23:00:00 CST,offsite_vid,2411753,3039,478,13,3679,camp_alpha_018,SKU-017,lookalike,mobile,USD,CST
evt_alpha_001116,2024-01-29 18:00:00 CST,offsite_vid,2423964,9447,342,27,4879,camp_alpha_012,SKU-053,retargeting,mobile,USD,CST
evt_alpha_001117,2024-01-17 07:00:00 CST,sp,1442643,9373,479,36,2033,camp_alpha_015,SKU-076,retargeting,mobile,USD,CST
evt_alpha_001118,2024-03-19 01:00:00 CST,SD,3244720,6739,496,19,3386,camp_alpha_005,SKU-087,retargeting,desktop,USD,CST
evt_alpha_001119,2024-03-18 16:00:00 CST,sp,1797152,4464,493,26,1477,camp_alpha_006,SKU-097,inmarket,desktop,USD,CST
evt_alpha_001120,2024-01-23 09:00:00 CST,onsite_disp,2041042,1599,86,3,595,camp_alpha_019,SKU-042,lookalike,mobile,USD,CST
evt_alpha_001121,2024-03-08 23:00:00 CST,SD,3957469,1386,111,6,1201,camp_alpha_019,SKU-009,retargeting,UNKNOWN,USD,CST
evt_alpha_001122,2024-02-19 15:00:00 CST,SD,1886960,8953,396,11,4617,camp_alpha_001,SKU-096,inmarket,UNKNOWN,USD,CST
evt_alpha_001123,2024-01-21 21:00:00 CST,SD,4275553,271,264,2,1885,camp_alpha_004,SKU-026,inmarket,UNKNOWN,USD,CST
evt_alpha_001124,2024-01-10 15:00:00 CST,onsite_disp,1241610,9045,53,13,3239,camp_alpha_015,SKU-081,retargeting,desktop,USD,CST
evt_alpha_001125,2024-01-23 13:00:00 CST,onsite_disp,4259074,9098,398,23,703,camp_alpha_016,SKU-016,,tablet,USD,CST
evt_alpha_001126,2024-03-10 01:00:00 CST,SD,4918060,719,302,8,446,camp_alpha_002,SKU-081,lookalike,mobile,USD,CST
evt_alpha_001127,2024-02-06 10:00:00 CST,SD,3786207,2811,454,33,1291,camp_alpha_015,SKU-097,retargeting,mobile,USD,CST
evt_alpha_001128,2024-03-27 05:00:00 CST,offsite_vid,3170321,7494,192,46,825,camp_alpha_013,SKU-005,retargeting,mobile,USD,CST
evt_alpha_001129,2024-01-05 18:00:00 CST,sp,3158321,5496,309,9,2711,camp_alpha_008,SKU-085,retargeting,UNKNOWN,USD,CST
evt_alpha_001130,2024-02-29 22:00:00 CST,SD,473921,4315,69,27,3881,camp_alpha_006,SKU-080,inmarket,UNKNOWN,USD,CST
evt_alpha_001131,2024-01-17 12:00:00 CST,sp,3919128,720,315,49,3339,camp_alpha_007,SKU-047,lookalike,UNKNOWN,USD,CST
evt_alpha_001132,2024-03-05 15:00:00 CST,offsite_vid,1236263,3791,302,1,4348,camp_alpha_017,SKU-039,retargeting,UNKNOWN,USD,CST
evt_alpha_001133,2024-03-05 05:00:00 CST,sp,1938346,5587,442,25,759,camp_alpha_017,SKU-017,,mobile,USD,CST
evt_alpha_001134,2024-02-29 22:00:00 CST,SD,4304851,6893,173,27,4192,camp_alpha_011,SKU-026,lookalike,desktop,USD,CST
evt_alpha_001135,2024-02-17 17:00:00 CST,offsite_vid,2736859,2349,249,41,4676,camp_alpha_010,SKU-021,,desktop,USD,CST
evt_alpha_001136,2024-01-03 07:00:00 CST,onsite_disp,1608797,9544,124,1,833,camp_alpha_007,SKU-042,,desktop,USD,CST
evt_alpha_001137,2024-02-11 19:00:00 CST,sp,1084131,9488,491,10,1660,camp_alpha_010,SKU-047,retargeting,mobile,USD,CST
evt_alpha_001138,2024-02-18 04:00:00 CST,SD,3440488,4470,205,39,3344,camp_alpha_003,SKU-093,inmarket,mobile,USD,CST
evt_alpha_001139,2024-03-12 00:00:00 CST,sp,2120148,3818,493,4,3095,camp_alpha_011,SKU-017,retargeting,UNKNOWN,USD,CST
evt_alpha_001140,2024-01-03 04:00:00 CST,SD,2116142,406,431,7,4015,camp_alpha_003,SKU-065,retargeting,tablet,USD,CST
evt_alpha_001141,2024-01-26 16:00:00 CST,offsite_vid,4074177,4822,12,4,4008,camp_alpha_013,SKU-001,retargeting,UNKNOWN,USD,CST
evt_alpha_001142,2024-02-16 03:00:00 CST,offsite_vid,1238355,621,283,5,3738,camp_alpha_012,SKU-062,,UNKNOWN,USD,CST
evt_alpha_001143,2024-03-07 13:00:00 CST,sp,4798697,2498,142,6,2851,camp_alpha_014,SKU-078,lookalike,mobile,USD,CST
evt_alpha_001144,2024-03-07 21:00:00 CST,onsite_disp,1720706,1049,324,9,2943,camp_alpha_003,SKU-051,,tablet,USD,CST
evt_alpha_001145,2024-01-24 02:00:00 CST,onsite_disp,3834341,2315,437,44,427,camp_alpha_010,SKU-099,,mobile,USD,CST
evt_alpha_001146,2024-03-17 23:00:00 CST,offsite_vid,4461909,8950,426,11,2058,camp_alpha_006,SKU-012,lookalike,mobile,USD,CST
evt_alpha_001147,2024-01-25 09:00:00 CST,onsite_disp,958267,7930,175,2,133,camp_alpha_011,SKU-096,,tablet,USD,CST
evt_alpha_001148,2024-01-21 11:00:00 CST,offsite_vid,4983313,2160,341,34,1237,camp_alpha_014,SKU-018,lookalike,UNKNOWN,USD,CST
evt_alpha_001149,2024-02-06 20:00:00 CST,SD,4457080,7614,231,22,2526,camp_alpha_015,SKU-029,lookalike,desktop,USD,CST
evt_alpha_001150,2024-03-30 19:00:00 CST,SD,4777202,7996,359,37,2419,camp_alpha_015,SKU-059,lookalike,desktop,USD,CST
evt_alpha_001151,2024-03-19 23:00:00 CST,offsite_vid,777551,7912,324,13,1945,camp_alpha_008,SKU-069,lookalike,tablet,USD,CST
evt_alpha_001152,2024-01-16 22:00:00 CST,SD,3193348,667,104,3,2019,camp_alpha_016,SKU-017,lookalike,UNKNOWN,USD,CST
evt_alpha_001153,2024-03-10 15:00:00 CST,sp,4835332,7585,120,47,3081,camp_alpha_009,SKU-036,retargeting,desktop,USD,CST
evt_alpha_001154,2024-01-04 11:00:00 CST,offsite_vid,3527043,4309,236,12,1197,camp_alpha_018,SKU-033,retargeting,UNKNOWN,USD,CST
evt_alpha_001155,2024-03-19 21:00:00 CST,sp,4456164,425,229,2,303,camp_alpha_012,SKU-033,,mobile,USD,CST
evt_alpha_001156,2024-01-31 20:00:00 CST,onsite_disp,3584634,2731,247,36,95,camp_alpha_002,SKU-012,inmarket,mobile,USD,CST
evt_alpha_001157,2024-01-07 10:00:00 CST,offsite_vid,1183685,6756,408,41,692,camp_alpha_011,SKU-056,lookalike,mobile,USD,CST
evt_alpha_001158,2024-01-08 12:00:00 CST,onsite_disp,3005745,4025,271,1,1028,camp_alpha_018,SKU-003,lookalike,desktop,USD,CST
evt_alpha_001159,2024-03-21 15:00:00 CST,SD,4366246,3477,141,37,4071,camp_alpha_015,SKU-047,,mobile,USD,CST
evt_alpha_001160,2024-02-12 04:00:00 CST,sp,1629275,3288,69,1,2474,camp_alpha_004,SKU-056,retargeting,tablet,USD,CST
evt_alpha_001161,2024-03-29 08:00:00 CST,offsite_vid,515874,4413,175,42,4707,camp_alpha_001,SKU-057,retargeting,desktop,USD,CST
evt_alpha_001162,2024-01-16 18:00:00 CST,offsite_vid,1240170,6461,103,0,3227,camp_alpha_009,SKU-060,lookalike,UNKNOWN,USD,CST
evt_alpha_001163,2024-01-22 07:00:00 CST,SD,4912585,9214,422,18,4120,camp_alpha_006,SKU-085,,UNKNOWN,USD,CST
evt_alpha_001164,2024-02-29 18:00:00 CST,SD,446990,1189,397,31,4191,camp_alpha_016,SKU-039,,desktop,USD,CST
evt_alpha_001165,2024-03-17 11:00:00 CST,offsite_vid,3714670,8175,42,45,2010,camp_alpha_018,SKU-063,retargeting,tablet,USD,CST
evt_alpha_001166,2024-01-27 08:00:00 CST,onsite_disp,1099078,7978,473,6,66,camp_alpha_013,SKU-010,inmarket,tablet,USD,CST
evt_alpha_001167,2024-03-25 20:00:00 CST,SD,2550020,9914,184,26,1237,camp_alpha_007,SKU-027,inmarket,mobile,USD,CST
evt_alpha_001168,2024-01-04 23:00:00 CST,onsite_disp,4761423,822,425,2,3674,camp_alpha_003,SKU-028,lookalike,mobile,USD,CST
evt_alpha_001169,2024-01-31 09:00:00 CST,sp,4067445,1249,368,20,3380,camp_alpha_006,SKU-076,retargeting,desktop,USD,CST
evt_alpha_001170,2024-02-26 19:00:00 CST,sp,3171536,3149,134,28,1500,camp_alpha_013,SKU-003,inmarket,UNKNOWN,USD,CST
evt_alpha_001171,2024-01-06 12:00:00 CST,onsite_disp,2360100,9186,31,48,413,camp_alpha_016,SKU-058,,desktop,USD,CST
evt_alpha_001172,2024-01-05 17:00:00 CST,offsite_vid,3236938,6940,458,16,2415,camp_alpha_013,SKU-086,retargeting,UNKNOWN,USD,CST
evt_alpha_001173,2024-02-17 21:00:00 CST,SD,1788367,6355,365,5,4798,camp_alpha_014,SKU-048,lookalike,desktop,USD,CST
evt_alpha_001174,2024-03-24 12:00:00 CST,onsite_disp,669503,6424,13,35,2823,camp_alpha_008,SKU-086,inmarket,UNKNOWN,USD,CST
evt_alpha_001175,2024-02-29 09:00:00 CST,sp,4284094,4926,80,32,3614,camp_alpha_018,SKU-090,retargeting,UNKNOWN,USD,CST
evt_alpha_001176,2024-03-05 03:00:00 CST,offsite_vid,2738681,8812,29,44,3396,camp_alpha_013,SKU-023,,desktop,USD,CST
evt_alpha_001177,2024-03-12 15:00:00 CST,SD,3247744,3674,443,37,1743,camp_alpha_005,SKU-080,lookalike,tablet,USD,CST
evt_alpha_001178,2024-03-05 08:00:00 CST,SD,2192332,4573,174,2,475,camp_alpha_010,SKU-073,retargeting,UNKNOWN,USD,CST
evt_alpha_001179,2024-02-04 21:00:00 CST,onsite_disp,1465358,3636,237,6,2063,camp_alpha_008,SKU-020,,tablet,USD,CST
evt_alpha_001180,2024-03-09 12:00:00 CST,SD,2615962,3624,432,38,2666,camp_alpha_007,SKU-021,,mobile,USD,CST
evt_alpha_001181,2024-03-22 21:00:00 CST,offsite_vid,2397040,2312,365,37,1542,camp_alpha_014,SKU-050,retargeting,desktop,USD,CST
evt_alpha_001182,2024-03-07 04:00:00 CST,offsite_vid,4653804,4962,81,16,2256,camp_alpha_011,SKU-084,inmarket,mobile,USD,CST
evt_alpha_001183,2024-02-17 01:00:00 CST,sp,2894997,1569,115,41,4876,camp_alpha_012,SKU-047,lookalike,UNKNOWN,USD,CST
evt_alpha_001184,2024-02-22 12:00:00 CST,offsite_vid,1878219,2149,356,33,3030,camp_alpha_013,SKU-029,lookalike,tablet,USD,CST
evt_alpha_001185,2024-02-17 00:00:00 CST,onsite_disp,2676970,428,77,8,2022,camp_alpha_016,SKU-067,retargeting,tablet,USD,CST
evt_alpha_001186,2024-02-05 06:00:00 CST,onsite_disp,1432907,3425,209,4,3286,camp_alpha_010,SKU-076,,tablet,USD,CST
evt_alpha_001187,2024-02-16 00:00:00 CST,onsite_disp,335994,5365,433,29,1405,camp_alpha_002,SKU-005,retargeting,mobile,USD,CST
evt_alpha_001188,2024-02-11 19:00:00 CST,SD,4981841,7608,313,14,1543,camp_alpha_017,SKU-031,,mobile,USD,CST
evt_alpha_001189,2024-03-02 11:00:00 CST,SD,1690745,1479,167,0,3770,camp_alpha_015,SKU-001,lookalike,tablet,USD,CST
evt_alpha_001190,2024-01-02 00:00:00 CST,onsite_disp,3851413,1485,145,46,3280,camp_alpha_010,SKU-099,inmarket,desktop,USD,CST
evt_alpha_001191,2024-03-25 15:00:00 CST,SD,2377546,8240,17,23,4122,camp_alpha_004,SKU-022,,UNKNOWN,USD,CST
evt_alpha_001192,2024-03-14 01:00:00 CST,offsite_vid,320421,5587,273,16,4965,camp_alpha_013,SKU-087,inmarket,desktop,USD,CST
evt_alpha_001193,2024-01-21 09:00:00 CST,offsite_vid,377132,1132,195,38,2940,camp_alpha_002,SKU-061,retargeting,mobile,USD,CST
evt_alpha_001194,2024-03-19 17:00:00 CST,offsite_vid,1345817,6922,7,48,3446,camp_alpha_011,SKU-027,retargeting,desktop,USD,CST
evt_alpha_001195,2024-03-21 04:00:00 CST,SD,4869561,8924,279,38,3451,camp_alpha_015,SKU-048,retargeting,mobile,USD,CST
evt_alpha_001196,2024-01-03 02:00:00 CST,onsite_disp,4870773,9652,378,3,4268,camp_alpha_008,SKU-019,,mobile,USD,CST
evt_alpha_001197,2024-03-06 14:00:00 CST,SD,3300842,9914,457,2,3330,camp_alpha_006,SKU-077,inmarket,tablet,USD,CST
evt_alpha_001198,2024-02-09 17:00:00 CST,onsite_disp,4598448,6539,201,1,3845,camp_alpha_002,SKU-021,lookalike,UNKNOWN,USD,CST
evt_alpha_001199,2024-02-04 16:00:00 CST,sp,3130948,4689,175,9,279,camp_alpha_015,SKU-053,,tablet,USD,CST
evt_alpha_001200,2024-03-07 01:00:00 CST,SD,4813289,1159,386,40,3799,camp_alpha_017,SKU-078,inmarket,mobile,USD,CST
evt_alpha_001201,2024-02-13 00:00:00 CST,offsite_vid,619637,6848,466,18,4549,camp_alpha_013,SKU-083,retargeting,tablet,USD,CST
evt_alpha_001202,2024-01-26 21:00:00 CST,sp,758561,7954,107,29,3678,camp_alpha_013,SKU-081,,mobile,USD,CST
evt_alpha_001203,2024-01-14 19:00:00 CST,offsite_vid,1684081,1073,174,2,1408,camp_alpha_017,SKU-035,inmarket,tablet,USD,CST
evt_alpha_001204,2024-01-13 14:00:00 CST,SD,4927860,4198,178,39,3747,camp_alpha_019,SKU-001,,tablet,USD,CST
evt_alpha_001205,2024-02-02 06:00:00 CST,sp,2291987,9367,375,10,3994,camp_alpha_014,SKU-086,,desktop,USD,CST
evt_alpha_001206,2024-03-16 16:00:00 CST,SD,3837609,763,60,45,2696,camp_alpha_017,SKU-058,retargeting,desktop,USD,CST
evt_alpha_001207,2024-01-06 20:00:00 CST,onsite_disp,1716419,3527,280,10,3597,camp_alpha_013,SKU-029,inmarket,desktop,USD,CST
evt_alpha_001208,2024-01-05 07:00:00 CST,SD,3566948,1887,87,39,1848,camp_alpha_006,SKU-016,,UNKNOWN,USD,CST
evt_alpha_001209,2024-01-12 10:00:00 CST,onsite_disp,1076446,847,447,36,3973,camp_alpha_019,SKU-018,,tablet,USD,CST
evt_alpha_001210,2024-02-12 04:00:00 CST,sp,3644450,4321,254,7,3395,camp_alpha_012,SKU-044,lookalike,mobile,USD,CST
evt_alpha_001211,2024-03-20 09:00:00 CST,offsite_vid,1808365,4706,382,12,1896,camp_alpha_007,SKU-076,retargeting,desktop,USD,CST
evt_alpha_001212,2024-01-04 01:00:00 CST,onsite_disp,1300761,3727,450,3,1893,camp_alpha_012,SKU-083,inmarket,desktop,USD,CST
evt_alpha_001213,2024-01-01 16:00:00 CST,offsite_vid,1870358,8684,139,40,2446,camp_alpha_002,SKU-075,lookalike,UNKNOWN,USD,CST
evt_alpha_001214,2024-02-24 05:00:00 CST,sp,3262466,2731,497,48,3178,camp_alpha_002,SKU-057,retargeting,tablet,USD,CST
evt_alpha_001215,2024-01-19 06:00:00 CST,onsite_disp,3243889,7563,397,38,2683,camp_alpha_004,SKU-081,retargeting,UNKNOWN,USD,CST
evt_alpha_001216,2024-01-09 19:00:00 CST,sp,3629619,5592,26,7,4895,camp_alpha_001,SKU-017,retargeting,mobile,USD,CST
evt_alpha_001217,2024-03-24 12:00:00 CST,offsite_vid,4433087,3728,264,29,3667,camp_alpha_006,SKU-060,retargeting,UNKNOWN,USD,CST
evt_alpha_001218,2024-01-05 02:00:00 CST,offsite_vid,2667488,6065,200,29,4247,camp_alpha_004,SKU-078,retargeting,UNKNOWN,USD,CST
evt_alpha_001219,2024-01-25 09:00:00 CST,onsite_disp,2349718,7501,140,3,1521,camp_alpha_011,SKU-057,,UNKNOWN,USD,CST
evt_alpha_001220,2024-01-14 17:00:00 CST,offsite_vid,1935647,4360,214,6,3787,camp_alpha_003,SKU-090,,desktop,USD,CST
evt_alpha_001221,2024-03-19 09:00:00 CST,sp,3461661,8537,271,46,4498,camp_alpha_019,SKU-018,inmarket,UNKNOWN,USD,CST
evt_alpha_001222,2024-01-16 00:00:00 CST,offsite_vid,1843745,5275,78,38,4379,camp_alpha_001,SKU-005,inmarket,desktop,USD,CST
evt_alpha_001223,2024-01-13 00:00:00 CST,offsite_vid,3591318,6329,319,31,335,camp_alpha_019,SKU-079,inmarket,desktop,USD,CST
evt_alpha_001224,2024-02-21 09:00:00 CST,sp,4035806,6319,315,0,3152,camp_alpha_009,SKU-055,lookalike,mobile,USD,CST
evt_alpha_001225,2024-03-11 08:00:00 CST,SD,1044793,4847,70,45,1445,camp_alpha_014,SKU-002,,tablet,USD,CST
evt_alpha_001226,2024-03-10 04:00:00 CST,sp,594496,3171,488,5,2521,camp_alpha_007,SKU-037,inmarket,mobile,USD,CST
evt_alpha_001227,2024-01-08 06:00:00 CST,sp,4462636,2443,106,27,2577,camp_alpha_019,SKU-038,,desktop,USD,CST
evt_alpha_001228,2024-03-06 12:00:00 CST,onsite_disp,1843579,4389,157,16,2372,camp_alpha_016,SKU-040,lookalike,UNKNOWN,USD,CST
evt_alpha_001229,2024-01-13 19:00:00 CST,onsite_disp,2021086,7827,86,47,4491,camp_alpha_014,SKU-056,inmarket,tablet,USD,CST
evt_alpha_001230,2024-01-28 17:00:00 CST,offsite_vid,4789587,5296,441,28,3976,camp_alpha_009,SKU-077,retargeting,UNKNOWN,USD,CST
evt_alpha_001231,2024-01-09 14:00:00 CST,SD,1606610,5807,244,31,997,camp_alpha_003,SKU-057,inmarket,UNKNOWN,USD,CST
evt_alpha_001232,2024-01-16 19:00:00 CST,offsite_vid,195287,4986,272,15,3527,camp_alpha_019,SKU-030,retargeting,desktop,USD,CST
evt_alpha_001233,2024-03-18 21:00:00 CST,offsite_vid,4783024,4190,14,49,3743,camp_alpha_013,SKU-085,retargeting,UNKNOWN,USD,CST
evt_alpha_001234,2024-02-26 02:00:00 CST,offsite_vid,3035137,4818,0,40,3491,camp_alpha_012,SKU-033,retargeting,tablet,USD,CST
evt_alpha_001235,2024-03-22 22:00:00 CST,offsite_vid,3431838,5690,462,25,472,camp_alpha_013,SKU-080,lookalike,UNKNOWN,USD,CST
evt_alpha_001236,2024-02-14 13:00:00 CST,sp,2080343,5499,115,12,4430,camp_alpha_004,SKU-054,inmarket,UNKNOWN,USD,CST
evt_alpha_001237,2024-02-19 01:00:00 CST,sp,3148558,7361,409,46,4889,camp_alpha_010,SKU-092,,UNKNOWN,USD,CST
evt_alpha_001238,2024-03-15 09:00:00 CST,sp,3640886,4104,296,18,4588,camp_alpha_018,SKU-049,lookalike,desktop,USD,CST
evt_alpha_001239,2024-03-14 01:00:00 CST,offsite_vid,4838587,3800,492,49,3908,camp_alpha_018,SKU-075,inmarket,tablet,USD,CST
evt_alpha_001240,2024-02-28 01:00:00 CST,onsite_disp,496904,3848,198,19,4130,camp_alpha_002,SKU-086,lookalike,tablet,USD,CST
evt_alpha_001241,2024-03-27 18:00:00 CST,offsite_vid,4697158,4543,181,38,912,camp_alpha_019,SKU-048,lookalike,UNKNOWN,USD,CST
evt_alpha_001242,2024-02-16 13:00:00 CST,onsite_disp,1022879,7203,173,38,4216,camp_alpha_003,SKU-094,retargeting,desktop,USD,CST
evt_alpha_001243,2024-01-29 05:00:00 CST,offsite_vid,4563376,6196,13,23,4913,camp_alpha_005,SKU-061,,tablet,USD,CST
evt_alpha_001244,2024-02-24 03:00:00 CST,SD,1700548,3155,13,26,2682,camp_alpha_019,SKU-031,inmarket,mobile,USD,CST
evt_alpha_001245,2024-03-21 18:00:00 CST,offsite_vid,1745589,5486,286,10,3191,camp_alpha_006,SKU-021,inmarket,desktop,USD,CST
evt_alpha_001246,2024-01-10 07:00:00 CST,onsite_disp,4828839,3615,327,33,2558,camp_alpha_016,SKU-013,lookalike,UNKNOWN,USD,CST
evt_alpha_001247,2024-01-22 16:00:00 CST,onsite_disp,3877343,8872,96,19,2853,camp_alpha_017,SKU-065,lookalike,desktop,USD,CST
evt_alpha_001248,2024-03-30 07:00:00 CST,onsite_disp,1004890,8491,380,34,306,camp_alpha_004,SKU-080,retargeting,UNKNOWN,USD,CST
evt_alpha_001249,2024-02-20 04:00:00 CST,onsite_disp,1443763,5371,163,33,1401,camp_alpha_013,SKU-054,inmarket,tablet,USD,CST
evt_alpha_001250,2024-01-17 04:00:00 CST,sp,2839963,4378,308,49,71,camp_alpha_015,SKU-045,retargeting,UNKNOWN,USD,CST
evt_alpha_001251,2024-03-26 19:00:00 CST,sp,3197619,3142,302,18,3500,camp_alpha_005,SKU-054,inmarket,desktop,USD,CST
evt_alpha_001252,2024-01-04 21:00:00 CST,onsite_disp,3100758,6986,227,33,794,camp_alpha_007,SKU-003,lookalike,mobile,USD,CST
evt_alpha_001253,2024-01-02 09:00:00 CST,offsite_vid,1437752,1074,23,14,4237,camp_alpha_014,SKU-006,inmarket,mobile,USD,CST
evt_alpha_001254,2024-01-18 19:00:00 CST,onsite_disp,1963613,564,207,39,287,camp_alpha_012,SKU-073,lookalike,desktop,USD,CST
evt_alpha_001255,2024-02-21 00:00:00 CST,onsite_disp,586160,6727,336,17,2163,camp_alpha_002,SKU-072,retargeting,tablet,USD,CST
evt_alpha_001256,2024-02-26 21:00:00 CST,offsite_vid,2590390,1228,162,2,557,camp_alpha_017,SKU-045,lookalike,desktop,USD,CST
evt_alpha_001257,2024-03-27 14:00:00 CST,onsite_disp,183576,4273,321,38,3312,camp_alpha_018,SKU-070,lookalike,UNKNOWN,USD,CST
evt_alpha_001258,2024-01-21 07:00:00 CST,offsite_vid,4307642,6084,463,38,2871,camp_alpha_011,SKU-013,inmarket,UNKNOWN,USD,CST
evt_alpha_001259,2024-03-06 13:00:00 CST,offsite_vid,4955013,7295,319,6,4817,camp_alpha_009,SKU-041,,UNKNOWN,USD,CST
evt_alpha_001260,2024-01-04 23:00:00 CST,offsite_vid,4030157,6683,158,23,1542,camp_alpha_013,SKU-054,,tablet,USD,CST
evt_alpha_001261,2024-03-09 11:00:00 CST,sp,3719603,5151,177,26,1143,camp_alpha_004,SKU-021,inmarket,tablet,USD,CST
evt_alpha_001262,2024-01-15 20:00:00 CST,SD,2063439,4247,215,7,27,camp_alpha_016,SKU-016,lookalike,mobile,USD,CST
evt_alpha_001263,2024-03-13 02:00:00 CST,offsite_vid,3864198,9967,82,47,4474,camp_alpha_017,SKU-052,lookalike,mobile,USD,CST
evt_alpha_001264,2024-03-06 07:00:00 CST,SD,3952312,7011,242,8,1484,camp_alpha_006,SKU-094,lookalike,tablet,USD,CST
evt_alpha_001265,2024-02-22 14:00:00 CST,SD,884326,5597,74,39,1829,camp_alpha_008,SKU-066,lookalike,UNKNOWN,USD,CST
evt_alpha_001266,2024-02-08 09:00:00 CST,offsite_vid,2004400,6282,451,34,2094,camp_alpha_004,SKU-064,lookalike,mobile,USD,CST
evt_alpha_001267,2024-01-13 17:00:00 CST,sp,2009103,164,227,49,2035,camp_alpha_016,SKU-085,lookalike,UNKNOWN,USD,CST
evt_alpha_001268,2024-02-22 20:00:00 CST,sp,1343922,3706,114,49,3506,camp_alpha_011,SKU-099,,UNKNOWN,USD,CST
evt_alpha_001269,2024-02-20 09:00:00 CST,offsite_vid,4567443,7436,71,10,4348,camp_alpha_017,SKU-038,lookalike,UNKNOWN,USD,CST
evt_alpha_001270,2024-01-07 01:00:00 CST,SD,547564,161,470,28,4901,camp_alpha_005,SKU-084,retargeting,mobile,USD,CST
evt_alpha_001271,2024-03-19 22:00:00 CST,SD,2190114,4187,476,44,2823,camp_alpha_002,SKU-050,retargeting,mobile,USD,CST
evt_alpha_001272,2024-01-20 19:00:00 CST,sp,2344900,6366,226,5,2491,camp_alpha_013,SKU-044,lookalike,mobile,USD,CST
evt_alpha_001273,2024-01-18 23:00:00 CST,sp,4974010,5610,427,41,2972,camp_alpha_012,SKU-036,lookalike,desktop,USD,CST
